DateTimeOccurred,Status,DateTimeReported,Code,Location,Comments,Filename
2017-10-23 16:50:00,ARREST,2017-10-23 16:50:37,WARRANT SERVICE,E51 / 70 MEMORIAL DR,Arrest: Timothy Scheer (57) of Massachusetts was arrested on a Warrant issued out of Somerville District Court ,
2017-10-24 08:05:00,ARREST,2017-10-24 08:05:36,WARRANT SERVICE,M9 / 105 MASSACHUSETTS AVE,"Report of a person sleeping. Arrest: Julio Cesar Nunez (28) of 24 Buena Vista Rd. 2nd Floor, Jamaica Plain, MA was arrested on an active warrant from Cambridge Court for a past trespass. ",
2017-10-25 00:07:00,CLOSED,2017-10-25 00:07:44,TRESPASS,W20 / 84 MASSACHUSETTS AVE,Officer on routine patrol off with three non-affiliated individuals. Officer issued the individuals a verbal trespass warning and escorted them off the property. ,
2017-10-25 09:17:00,SUMMONS,2017-10-25 09:17:50,TRESPASS,M16 / 21 AMES ST ,"Report of a person camped out. Summons: Christopher Reed (31) of 402 Massachusetts Ave., Cambridge MA will be summonsed for a charge of trespassing. ",
2017-10-25 10:00:00,CLOSED,2017-10-25 10:23:54,SUSPICIOUS ACTIVITY,M18 / 21 REAR AMES ST,Report of suspicious activity/harassment. ,
2017-10-25 19:12:00,CLOSED,2017-10-25 19:12:04,SUSPICIOUS ACTIVITY,W79 / 229 VASSAR ST,Party reported a concerning drawing. ,
2017-10-25 00:00:00,OPEN,2017-10-26 17:28:04,FRAUD,W7 / 362 MEMORIAL DR,Party reports fraud on her debit card. ,
2017-10-26 22:20:00,OPEN,2017-10-26 22:20:09,LARCENY,JACK BARRY FIELD / 120VASSAR ST,Party reports his cell phone was stolen from the soccer field. ,
2017-10-26 14:00:00,OPEN,2017-10-27 07:34:06,LARCENY,E52 / 50 MEMORIAL DR,Party reports her cell phone was stolen. ,
2017-01-04 00:00:00,CLOSED,2017-10-27 10:47:48,CONFIDENTIAL SEXUAL ASSAULT REPORT,ON CAMPUS ,Confidential sexual assault report. RESIDENTIAL ,
2017-01-01 00:00:00,CLOSED,2017-10-27 10:49:30,CONFIDENTIAL SEXUAL ASSAULT REPORT,ON CAMPUS ,Confidential fondling report. RESIDENTIAL ,
2017-10-30 02:23:00,CLOSED,2017-10-30 02:23:31,FIELD STOP,M7 / 77 MASSACHUSETTS AVE,Officer verbally trespassed an individual who fit the description of a suspicious person call. ,
2017-10-30 02:23:00,CLOSED,2017-10-30 02:23:31,FIELD STOP,M7 / 77 MASSACHUSETTS AVE,Officer verbally trespassed an individual who fit  the description of a suspicious person call. ,
2017-10-30 12:41:00,OPEN,2017-10-30 12:41:11,CREDIT CARD FRAUD,NW35 / 235 ALBANY ST,Report of a credit card fraud. ,
2017-10-30 12:43:00,CLOSED,2017-10-30 12:43:35,"CRIMINAL HARASSMENT, STALKING",ON CAMPUS ,"Reported case of harassment, stalking, and   threats. ",
2017-10-30 14:21:00,CLOSED,2017-10-30 17:37:37,SUSPICIOUS ACTIVITY,M10 / 122 MEMORIAL DR,Party reports a suspicious email. ,
2017-10-30 14:21:00,REPORT NEEDED,2017-10-30 17:37:37,SUSPICIOUS ACTIVITY,M10 / 122 MEMORIAL DR,Party reports a suspicious email. ,
2017-10-10 12:00:00,CLOSED,2017-10-30 20:17:27,FRAUD,W89 / 301 VASSAR ST,Party reports IRS scam. ,
2017-10-10 12:00:00,CLOSED,2017-10-30 20:17:27,FRAUD,W89 / 301 VASSAR ST,Party reports IRS scam. ,
2017-10-31 00:45:00,ARREST,2017-10-31 00:45:03,TRESPASS,M14 / 160 MEMORIAL DR,"Officer on routine patrol made an arrest. Arrest: Tyril Massey (21) of 37 Witten Street 1, Dorchester, MA was arrested for trespassing. ",
2017-10-31 01:38:00,CLOSED,2017-10-31 01:38:06,SUSPICIOUS ACTIVITY,M4 / 182 MEMORIAL DR,Officer advised several individuals who were headed up to the roof. ,
2017-10-31 16:45:00,OPEN,2017-11-01 09:13:10,LARCENY,M2 / 182 MEMORIAL DR,"UNDER $250, BURGLARY     NO REPORTS OF RESIDENTIAL FIRES.  Party reports cash and gift cards were stolen from her purse in her office. ",
2017-11-01 16:11:00,CLOSED,2017-11-01 16:11:48,SUSPICIOUS PERSON,M4 / 182 MEMORIAL DR,Party reports a suspicious person entered the building. ,
2017-11-02 10:33:00,ARREST,2017-11-02 10:33:01,"TRESPASS, RECEIVING STOLEN PROPERTY",M9 / 105 MASSACHUSETTS AVE,"A report of a person sleeping on the 2nd floor. Arrest: Frank Chi (30) of 56 Ridgemont Street 2, Allston, MA was arrested for Trespassing and Receiving Stolen Property. ",
2017-11-03 08:57:00,CLOSED,2017-11-03 12:31:31,ASSIST TO PD,MEMORIAL DRIVE ,Party states another vehicle backed into her parked car and she was harassed by the operator.  State Police are handling the investigation. ,
2017-10-26 22:30:00,OPEN,2017-11-03 15:56:44,LARCENY,W79 / 229 VASSAR ST,Party reports her bike was stolen from the bike rack. ,
2017-11-04 16:30:00,OPEN,2017-11-04 20:32:24,NON MALICIOUS DESTRUCTION,COLLIER MEMORIAL / null,The letter “R” was on the ground in front of the memorial. ,
2017-11-05 15:32:00,CLOSED,2017-11-05 15:32:38,SUSPICIOUS PERSON,NE47 / 500 TECH SQUARE,Party reported a suspicious person. ,
2017-10-20 12:00:00,OPEN,2017-11-06 10:17:28,LARCENY,W15 / 48 MASSACHUSETTS AVE,Party reports an Adirondack style chair on the lawn was stolen. ,
2017-11-06 03:00:00,OPEN,2017-11-06 13:42:36,LARCENY,W51 / 410 MEMORIAL DR,Party reports laptop was stolen. ,
2017-10-01 15:27:00,OPEN,2017-11-06 15:14:22,LARCENY,W1 / 305 MEMORIAL DR,Party reports his credit card number was stolen and fraudulent charges were made. ,
2017-06-09 19:00:00,OPEN,2017-11-06 15:47:42,LARCENY,NW86 / 70 PACIFIC ST,Party reports two portable H/VAC unites were stolen. ,
2017-11-06 10:00:00,OPEN,2017-11-06 21:40:11,LARCENY,W51 / 410 MEMORIAL DR,Party reports laptop was stolen. ,
2017-11-06 23:10:00,CLOSED,2017-11-06 23:14:07,SUSPICIOUS ACTIVITY,W84 / 550 MEMORIAL DR,Party reports smell of a suspicious substance. ,
2017-11-07 12:25:00,CLOSED,2017-11-07 12:25:56,TRESPASS,N57 / 864 MAIN ST,Party requested police service for an individual who will not leave after being asked to. Officer verbally trespassed the individual. ,
2017-11-07 22:00:00,CLOSED,2017-11-08 16:06:19,PROP DAMAGE,N52 / 265 MASSACHUSETTS AVE,Officer request report for damage to an elevator security gate. ,
2017-11-08 18:51:00,CLOSED,2017-11-08 17:01:21,ASSIST TO PD,M46 / 46 VASSAR ST,"Caller report motor vehicle struck a skate boarder, Cambridge fire and ems responding along with MIT units. ",
2017-11-09 09:00:00,CLOSED,2017-11-09 13:00:10,SUSPICIOUS ACTIVITY,M32 / 32 VASSAR ST,A report of someone using storage space. ,
2017-11-08 08:15:00,CLOSED,2017-11-09 13:15:47,SUSPICIOUS ACTIVITY,W35 / 120 VASSAR ST,Party reported a suspicious event. ,
2017-11-09 15:58:00,CLOSED,2017-11-09 15:58:03,SUSPICIOUS PERSON,E52 / 50 MEMORIAL DR,Party reported a suspicious person in the area. ,
2017-11-12 16:41:00,CLOSED,2017-11-12 16:41:24,ANNOYING OR HARASSING PHONE CALLS,W89 / 301 VASSAR ST,Party reports unwanted and harassing emails and phone calls. ,
2017-11-13 01:49:00,CLOSED,2017-11-13 01:49:09,TRESPASS,M2 / 182 MEMORIAL DR,Party reports an individual sleeping in the restroom. Officer issued the individual a verbal trespass warning. ,
2017-11-13 05:50:00,OPEN,2017-11-13 15:24:56,SIMPLE ASSAULT,E62 / 100 MAIN ST,Party reported that he had an altercation with an individual. ,
2017-06-09 10:31:00,OPEN,2017-11-14 10:31:00,LARCENY,W31 / 120 MASSACHUSETTS AVE,Party reports a past larceny of a cell phone.  ,
2017-11-15 09:55:00,CLOSED,2017-11-15 10:05:30,ACCIDENT,WESTGATE LOT / 319 VASSAR ST,Party reports an accident involving a facilities bobcat  and a MBTA bus. Cambridge Police were notified. ,
2017-11-14 12:59:00,CLOSED,2017-11-15 10:24:17,LARCENY,NW12 / 138 ALBANY ST,Party reports a package was stolen.   Package was found. No crime occurred. OPEN   ,
2017-11-15 09:00:00,OPEN,2017-11-15 10:53:11,"LARCENY, BREAKING & ENTERING",M62 / 21 AMES ST ,Party states her backpack was stolen. ,
2017-11-15 09:30:00,OPEN,2017-11-15 10:56:03,"LARCENY, BREAKING & ENTERING",M62 / 21 AMES ST ,Party reports his laptop was stolen. ,
2017-11-15 11:00:00,OPEN,2017-11-15 11:10:10,LARCENY,M37 / 70 VASSAR ST,Party reports his laptop was stolen. ,
2017-11-13 11:00:00,OPEN,2017-11-15 11:45:09,"LARCENY, BREAKING & ENTERING",M62 / 21 AMES ST ,Party reports her laptop was stolen. ,
2017-11-15 20:13:00,CLOSED,2017-11-15 20:13:02,SUSPICIOUS ACTIVITY,KILLIAN COURT / 222 MEMORIAL DR,Party reported finding 2 stickers on 2 separate  emergency phones located in Killian Court. ,
2017-11-16 11:45:00,OPEN,2017-11-16 11:56:54,LARCENY,M24 / 60 VASSAR ST,Party reports his laptop was stolen. ,
2017-11-16 11:00:00,OPEN,2017-11-16 12:33:36,LARCENY,M34 / 50 VASSAR ST,Party reports backpack containing a laptop was stolen. ,
2017-11-16 12:40:00,CLOSED,2017-11-16 12:40:01,SUSPICIOUS PERSON,M64 / 21 AMES ST ,Party reports a suspicious person. ,
2017-11-16 15:50:00,CLOSED,2017-11-16 15:50:35,SUSPICIOUS PERSON,M46 / 46 VASSAR ST,Party reports two suspicious individuals. ,
2017-11-15 08:00:00,CLOSED,2017-11-16 19:37:38,LARCENY OVER $250,W1 / 305 MEMORIAL DR,BY   SINGLE SCHEME   Party reports fraudulent activity. ,
2017-11-17 05:45:00,CLOSED,2017-11-17 06:03:55,NON-MALICIOUS PROPERTY DAMAGE,M9 / 105 MASSACHUSETTS AVE,Truck struck and damaged one of underpasses. ,
2016-10-01 00:00:00,CLOSED,2017-11-17 12:04:58,CONFIDENTIAL SEXUAL ASSAULT REPORT,FSILG  ,Confidential Sexual Assault Report: Forcible Fondling ,
2017-11-17 12:13:00,CLOSED,2017-11-17 12:13:49,"SUSPICIOUS PERSON, TRESPASS",E62 / 100 MAIN ST FL,276 Party reports an unwanted person. Officer issued the individual a verbal trespass warning. ,
2017-11-18 11:39:00,CLOSED,2017-11-18 11:58:06,SUSPICIOUS PERSON,W51 / 410 MEMORIAL DR,Party reports a suspicious person. ,
2017-11-18 00:00:00,OPEN,2017-11-18 15:55:26,LARCENY,W51 / 410 MEMORIAL DR,Party reports her laptop was stolen. ,
2017-11-14 00:00:00,CLOSED,2017-11-20 13:54:53,CONFIDENTIAL SEXUAL ASSAULT REPORT,FSILG / NON-CAMPUS ,Confidential Sexual Assault Report: Fondling ,
2017-11-20 16:04:00,CLOSED,2017-11-20 16:04:05,SUSPICIOUS PERSON,M14N / 160 MEMORIAL DR,Report of a suspicious person who has been frequenting the area. ,
2017-11-21 09:17:00,CLOSED,2017-11-21 09:17:50,SUSPICIOUS ACTIVITY,W84 / 550 MEMORIAL DR,Party reports a suspicious text message.  ,
2017-11-21 23:13:00,CLOSED,2017-11-21 23:13:09,MOTOR VEHICLE ACCIDENT,W51 / 410 MEMORIAL DR,Party reports possible damage to his motor  vehicle after hitting a pothole. ,
2017-11-22 07:46:00,CLOSED,2017-11-22 07:46:45,FIRE ALARM,NW61 / 282 MASSACHUSETTS AVE,Boiler had overheated and was smoking. ,
2017-11-24 01:03:00,CLOSED,2017-11-24 01:03:14,TRESPASS,M14 / 160 MEMORIAL DR,Officer investigating suspicious party in Building 14 Officer issued the individual a verbal trespass warning. ,
2017-11-25 10:57:00,ARREST,2017-11-25 10:57:42,"RECEIVING STOLEN PROPERTY, TRESPASS, LARCENY FROM BUILDING",W51 / 410 MEMORIAL DR,"Report of a suspicious person in the building. Officers located the suspect. A search of his backpack revealed that he was in possession of stolen laptops. Arrest: Peter Sheppard (62) of 335 Granite Street 2, Quincy, MA was arrested for receiving stolen property, trespassing, and larceny from building. ",
2017-11-25 15:29:00,CLOSED,2017-11-25 15:29:08,SUSPICIOUS ACTIVITY,NW86 / 70 PACIFIC ST,Report of suspicious activity/unusual findings in the building. ,
2017-11-25 21:37:00,ARREST,2017-11-25 21:37:55,MALICIOUS DESTRUCTION OF PROPERTY +$250,E51 / 70 MEMORIAL DR,"Report of a broken glass door. Arrest: Gang Wang (29) of 37 Fairfield Way 4155, Storr, CT was arrested for malicious destruction of property. ",
2017-11-26 23:15:00,CLOSED,2017-11-26 23:24:26,SUSPICIOUS PERSON,W20 / 84 MASSACHUSETTS AVE,Party reports a suspicious interaction with another individual. ,
2016-02-01 00:00:00,CLOSED,2017-11-27 11:21:38,CONFIDENTIAL SEXUAL ASSAULT REPORT,ON-CAMPUSRESIDENCE HALL,Confidential Sexual Assault Report: Rape ,
2017-11-27 10:00:00,OPEN,2017-11-27 13:44:53,LARCENY,N52 / 265 MASSACHUSETTS AVE,Party reported his gas cap was stolen off his moped. ,
2017-11-28 01:27:00,ARREST,2017-11-28 01:27:45,TRESPASS,M5 / 55 MASSACHUSETTS AVE,"Report of a male sleeping on the floor. Arrest: Richard Payne (42) of 36 Church Street 3, Dorchester, MA was arrested for Trespassing. ",
2017-11-28 02:48:00,CLOSED,2017-11-28 02:48:36,TRESPASS,M4 / 182 MEMORIAL DR,Report of a male sleeping in the area. Officer issued the individual a verbal trespass warning. ,
2017-11-28 07:51:00,ARREST,2017-11-28 07:51:21,TRESPASS,M46 / 46 VASSAR ST,"A report of person known trespasser walking around the area. Arrest: David Scrima (57) of 15 Range Road, Windham, NH was arrested for Trespassing. ",
2017-11-28 22:41:00,CLOSED,2017-11-28 22:41:21,TRESPASS,W84 / 550 MEMORIAL DR,Report of a suspicious person in the lobby. Officer  issued the individual a verbal trespass warning. ,
2017-11-29 13:38:00,OPEN,2017-11-29 13:38:46,LEAVING THE SCENE OF PROPERTY DAMAGE,W92 / 304 VASSAR ST,Party reports hit and run with property damage to motor vehicle. ,
2017-11-30 02:14:00,CLOSED,2017-11-30 02:14:54,TRESPASS,W20 / 84 MASSACHUSETTS AVE,Officer observed an individual sleeping. Officer issued the individual a verbal trespass warning. ,
2017-11-30 10:42:00,OPEN,2017-11-30 10:42:22,LARCENY,NE49 / 600 TECH SQUARE,Party reports an Apple MacBook laptop was stolen. ,
2017-12-01 01:27:00,CLOSED,2017-12-01 01:27:17,TRESPASS,E62 / 100 MAIN ST,Officer off with non-affiliate. Officer issued the individual a verbal trespass warning. ,
2017-12-01 01:37:00,CLOSED,2017-12-01 01:37:26,TRESPASS,E62 / 100 MAIN ST,Officer off with non-affiliate. Officer issued the individual a verbal trespass warning. ,
2015-11-01 00:00:00,CLOSED,2017-12-01 07:57:47,CONFIDENTIAL SEXUAL ASSAULT REPORT,ON CAMPUS RESIDENCE HALL,Confidential Sexual Assault Report: ,
2017-12-01 08:15:00,CLOSED,2017-12-01 17:24:13,LARCENY,M46 / 46 VASSAR ST,Theft a bicycle from inside the building.  Party later reported the bicycle was found. ,
2017-12-02 00:59:00,OPEN,2017-12-02 00:59:53,LARCENY,M50 / 142 MEMORIAL DR,Party reports Apple iPhone 7 was stolen.  ,
2017-12-02 21:45:00,OPEN,2017-12-03 11:53:48,LARCENY,W51 / 410 MEMORIAL DR,Party reports that her bike was stolen.  ,
2017-12-03 16:13:00,OPEN,2017-12-03 16:13:44,LARCENY,NEW DELTA / 460 BEACON,Party reports a wallet was stolen.  ,
2017-12-03 16:16:00,OPEN,2017-12-03 16:16:18,LARCENY,NEW DELTA / 460 BEACON,Party reports a coat was stolen.  ,
2017-12-04 11:39:00,CLOSED,2017-12-04 11:39:39,ANNOYING OR HARASSING PHONE CALLS,E70 / 1 BROADWAY STREET,Party reports receiving unwanted phone calls. ,
2017-11-26 10:30:00,OPEN,2017-12-04 13:07:57,LARCENY,W16 / 48 MASSACHUSETTS AVE,Party reports a theater prop was stolen. ,
2017-12-05 12:09:00,CLOSED,2017-12-05 12:09:40,SUSPICIOUS PERSON,M33 / 125 MASSACHUSETTS AVE,Party reported a suspicious person in an area. ,
2017-12-01 00:00:00,CLOSED,2017-12-05 14:51:47,CONFIDENTIAL SEXUAL ASSAULT REPORT,ON CAMPUS ,Confidential Sexual Assault Report: Fondling ,
2017-12-06 08:21:00,UNFOUNDED,2017-12-06 08:21:34,LARCENY,E15 / 20 AMES ST ,Party reported her wallet was stolen.   Party later reported that her wallet was misplaced and was now in her possession. ,
2017-12-06 17:40:00,OPEN,2017-12-07 13:20:58,LARCENY,M14 / 160 MEMORIAL DR,Party reported the theft of an Adirondack chair.  ,
2017-12-07 15:33:00,CLOSED,2017-12-07 15:43:14,(SAFETY ISSUE) CONSTRUCTION/ LIGHTING ETC.,M24 / 50 VASSAR ST,Report of a broken pipe with steam coming out of it.  ,
2017-12-07 09:00:00,CLOSED,2017-12-08 13:52:21,SUSPICIOUS ACTIVITY,W20 / 84 MASSACHUSETTS AVE,Party reports missing property/suspicious activity. ,
2017-12-08 20:17:00,CLOSED,2017-12-08 20:17:08,MOTOR VEHICLE ACCIDENT,M66 / 25 AMES ST ,Officer on scene reports that a vehicle backed into the cement flower pots and one of the pots is stuck under the vehicle. ,
2017-12-08 22:00:00,OPEN,2017-12-08 22:48:38,LARCENY,NW35 / 235 ALBANY ST,Party reports his credit card was stolen. ,
2017-12-09 18:36:00,CLOSED,2017-12-09 18:36:26,MOTOR VEHICLE ACCIDENT,W79 / 229 VASSAR ST,Report of a motor accident with no injuries. ,
2017-12-11 00:52:00,CLOSED,2017-12-11 00:52:26,TRESPASS,W45 / 125 VASSAR ST,Officer on routine patrol encountered an individual sleeping. Officer issued the individual a verbal trespass warning. ,
2017-12-08 21:30:00,OPEN,2017-12-11 11:43:14,LARCENY,W61 / 450 MEMORIAL DR,Party reported that his coat was stolen. ,
2017-12-12 00:18:00,CLOSED,2017-12-12 00:18:53,TRESPASS,E62 / 100 MAIN ST,Officer reports off with two individuals. Trespass warnings given to both individuals. ,
2017-12-12 06:30:00,ARREST,2017-12-12 06:30:44,TRESPASS,M56 / 21 AMES ST ,"Report of two individuals sleeping in M56. One individual was arrested. Arrest: Joshua Sanders (23) of 8 Oyster Road #178 Dorchester, MA was arrested for Trespassing. ",
2017-12-13 00:21:00,CLOSED,2017-12-13 00:21:58,TRESPASS,W20 / 84 MASSACHUSETTS AVE,Party requested assistance with removing individuals from second floor. Officer issued verbal trespass warnings to two individuals. ,
2017-12-13 20:16:00,ARREST,2017-12-13 20:16:55,TRESPASS,KENDALL SQUARE / 1 MAIN ST,"Report of skateboarders causing a disturbance. Arrest: Cameron Dumaine (21) of 5 Nathaniel Guils Road, Sharon, MA was arrested for trespassing. ",
2017-12-14 08:45:00,CLOSED,2017-12-14 08:58:25,MOTOR VEHICLE ACCIDENT,W16 / 48 MASSACHUSETTS AVE,Report of a motor vehicle accident. ,
2017-12-14 11:04:00,ARREST,2017-12-14 11:04:02,SUSPICIOUS,E53 / 30 WADSWORTH ST,"Report of a person JOHN WILKINS OF 149 GEORGE STREET , MEDFORD 02155 was arrested for Trespassing ",
2017-12-14 11:04:00,ARREST,2017-12-14 11:04:02,TRESPASS,E53 / 30 WADSWORTH ST,"Report of an individual who has been in violation of library policies numerous times. Arrest: John Wilkins (52) of 149 George Street, Medford MA was arrested for trespassing. ",
2017-12-15 01:09:00,CLOSED,2017-12-15 01:09:44,FIELD STOP,NW20 / 180 ALBANY ST,Officer conducted a field stop.  ,
2017-12-15 01:36:00,ARREST,2017-12-15 01:36:02,WARRANT SERVICE,M13 / 105 REAR MASSACHUSETTS AVE,"Officer on routine patrol encountered an individual known to the department. Arrest: Daniel SMOLSKY (22) of 86 Chestnut Street, Brookline, MA was arrested on an outstanding warrant for failure to appear on an originating MIT trespassing charge. ",
2017-12-15 11:24:00,CLOSED,2017-12-15 11:24:58,SUSPICIOUS,M42 / 59 VASSAR ST,A report of person camping out in the building. ,
2017-12-16 04:25:00,CLOSED,2017-12-16 04:25:51,ASSIST TO PD,W1 / 305 MEMORIAL DR,Report of a motor vehicle accident.  The State Police  assumed jurisdiction. ,
2017-12-17 00:02:00,CLOSED,2017-12-17 00:02:29,FIELD STOP,E62 / 100 MAIN ST,Officer conducted a field stop. ,
2017-12-17 12:09:00,CLOSED,2017-12-17 12:09:52,MISC,W85 / 540 MEMORIAL DR,Party reports receiving unsolicited text messages.  ,
2017-12-17 14:02:00,OPEN,2017-12-17 14:02:34,TRESPASS,M34 / 50 VASSAR ST,Officer encountered individual in building 34.  Court summons to follow. ,
2017-12-18 11:33:00,OPEN,2017-12-18 11:33:17,LARCENY,M56 / 21 AMES ST ,Party reports a delivered package was opened and one of its contents was missing. ,
2017-12-18 14:32:00,CLOSED,2017-12-18 14:42:07,SUSPICIOUS PERSON,W59 / 201 VASSAR ST,A report of a suspicious person in the  building. ,
2017-12-18 12:00:00,OPEN,2017-12-18 14:47:50,LARCENY,W1 / 305 MEMORIAL DR,Party reports that cash from her wallet is missing. ,
2017-01-01 00:00:00,CLOSED,2017-12-19 14:34:01,CONFIDENTIAL SEXUAL ASSAULT REPORT,ON CAMPUS ,Confidential Sexual Assault Report: Rape ,
2017-12-19 00:30:00,CLOSED,2017-12-19 20:55:01,TRESPASS,M33 / 125 MASSACHUSETTS AVE,Party reports an individual was sleeping in the building. ,
2017-12-19 14:00:00,CLOSED,2017-12-20 08:22:12,SUSPICIOUS PERSON,NE55 / 141 PORTLAND STREET,Party reported a prior suspicious person. ,
2017-12-20 15:30:00,CLOSED,2017-12-20 15:30:39,SUSPICIOUS PERSON,M33 / 125 MASSACHUSETTS AVE,Party reports a suspicious person. ,
2017-12-21 08:00:00,CLOSED,2017-12-21 18:05:10,SUSPICIOUS ACTIVITY,W85 / 540 MEMORIAL DR,Party reports a suspicious e-mail. ,
2017-12-22 00:04:00,ARREST,2017-12-22 00:04:01,TRESPASS,E62 / 100 MAIN ST,"Officer on routine patrol encountered a known trespassed individual. Arrest: Ian Hudson (50) of 333 Ricciuti Dr 2223, Quincy, MA was arrested for Trespassing. ",
2017-12-22 01:28:00,ARREST,2017-12-22 01:28:59,TRESPASS,M33 / 125 MASSACHUSETTS AVE,"Officer on routine patrol encountered an individual sleeping. Arrest: Timothy Norling (59) of 5 G Street, South Boston, MA was arrested for Trespassing. ",
2017-11-22 09:00:00,OPEN,2017-12-22 08:24:26,CREDIT CARD FRAUD OVER $250,NW35 / 235 ALBANY ST,Party reported credit card fraud. ,
2017-12-22 09:09:00,CLOSED,2017-12-22 09:09:13,SUSPICIOUS ACTIVITY,M46 / 46 VASSAR ST,Report of suspicious activity. ,
2017-12-22 10:40:00,SUMMONS,2017-12-22 10:40:52,"TRESPASS, INTIMIDATION OF A WITNESS",M10 / 122 MEMORIAL DR,Officer on routine patrol encountered an individual sleeping. Summons: Julio Cesar Nunez will be summoned for Trespassing after Notification and Intimidation of a Witness. ,
2017-12-23 00:04:00,ARREST,2017-12-23 00:04:22,TRESPASS,M4 / 182 MEMORIAL DR,"Officer on routine patrol encountered a known trespassed  individual. Arrest: David Scrima (57) of 15 Range Road, Windham, NH, was arrested for Trespassing. ",
2017-12-25 04:00:00,OPEN,2017-12-26 01:35:48,SUSPICIOUS ACTIVITY,W51 / 410 MEMORIAL DR,Officer dispatched to investigate suspicious  activity. ,
2017-12-27 17:15:00,CLOSED,2017-12-27 17:30:23,SUSPICIOUS,WEST CAMPUSRESIDENCE HALL,Party reports yelling and loud noises. ,
2017-12-27 19:32:00,CLOSED,2017-12-27 19:32:28,TRESPASS,M9 / 105 MASSACHUSETTS AVE,Party reports individuals smoking unknown substance in the building. Officer issued the individuals verbal trespass warnings. ,
2017-12-27 23:36:00,ARREST,2017-12-27 23:36:44,"RESISTING ARREST, BREAKING & ENTERING FOR MISDEMEANOR, TRESPASS",E62 / 100 MAIN ST,", DISORDERLY CONDUCT   Party reports a suspicious male in a room. Arrest: Ralph Scott (45) of 350 3rd Street 1714, Cambridge, MA was arrested for Resisting Arrest, B&E for Misdemeanor, Trespass, and Disorderly Conduct. ",
2017-12-28 08:40:00,ARREST,2017-12-28 08:40:19,"TRESPASS, RESISTING ARREST, WARRANT SERVICE",W20 / 84 MASSACHUSETTS AVE,"Officer on routine patrol encountered an individual sleeping. Upon the encounter, the individual evaded the officer and ran. The individual was subsequently stopped by additional units and did not comply with the officer’s orders. Arrest: Dennis McNulty (52) of 551 Broadway 10, Malden MA was arrested for Trespassing, Resisting Arrest, and on an Active Default warrant out of Malden District Court for Disturbing the Peace. ",
2017-12-22 11:51:00,OPEN,2017-12-29 12:04:04,LARCENY,M1 / 33 MASSACHUSETTS AVE,Party reports AV equipment was stolen from classrooms. ,
2017-12-30 15:45:00,CLOSED,2017-12-30 15:45:12,SUSPICIOUS ACTIVITY,M8 / 21 AMES ST ,Party reported suspicious flyers in the main group. ,
2017-12-31 00:21:00,CLOSED,2017-12-31 00:21:56,SUSPICIOUS,M10 / 122 MEMORIAL DR,Officer encountered a suspicious male in Building 10 and issued a verbal trespass warning. ,
2017-12-31 11:03:00,OPEN,2017-12-31 11:03:59,MALICIOUS DESTRUCTION OF PROPERTY,MCDERMOTT COURT / 20 AMES ST,Parking gates at McDermott Court and North Court are broken off. ,
2018-01-01 21:56:00,CLOSED,2018-01-01 21:56:22,FIRE ALARM,32 HEREFORD ST,Alarm system notified dispatch a fire alarm was received and Boston Fire Department was dispatched. Alarm was caused by a broken water pipe. ,
2018-01-02 16:16:00,CLOSED,2018-01-02 16:16:21,SUSPICIOUS ACTIVITY,M39 / 60 VASSAR ST,Party reports stolen bike was being sold on Craigslist.  ,
2018-01-03 17:22:00,CLOSED,2018-01-03 17:22:31,FIRE ALARM,TDC / 372 MEMORIAL DR,WATER FLOW ALARM. OFFICER OBSERVED BROKEN PIPE WITH WATER FLOWING FROM IT. ,
2018-01-04 15:07:00,CLOSED,2018-01-04 15:07:25,FIRE ALARM,ZBT / 58 MANCHESTER RD,Met with Brookline Fire Department who was at the scene responding to a Fire Alarm. Brookline Fire stated that a water pipe inside of the building broke. ,
2018-01-05 18:45:00,CLOSED,2018-01-05 18:45:48,SUSPICIOUS ACTIVITY,NW35 / 235 ALBANY ST,Party reports IRS telephone scam call. ,
2018-01-06 10:18:00,OPEN,2018-01-06 10:18:12,WANTON DESTRUCTION OF PROPERTY,M56 / 21 AMES ST ,Party encountered an individual in a room. The individual fled the area and in doing so damaged a wall. ,
2018-01-07 15:54:00,CLOSED,2018-01-07 15:54:42,FSILG   PROBLEM,PKT / 229 COMMONWEALTH AVE,Party reports on going issue. Officer   responds. ,
2018-01-07 16:39:00,CLOSED,2018-01-07 16:39:25,FIELD STOP,M4 / 182 MEMORIAL DR,Officer on routine patrol issued a verbal trespass warning to an individual. ,
2018-12-27 11:43:00,OPEN,2018-01-08 09:53:47,LARCENY,M10 / 122 MEMORIAL DR,Report of a wireless Apple keyboard and mouse  missing. ,
2018-10-25 13:04:00,CLOSED,2018-01-08 12:21:02,SUSPICIOUS PERSON,M6 / 182 MEMORIAL DR,Report of harassing e-mails from a suspicious person.  ,
2018-01-08 12:43:00,CLOSED,2018-01-08 12:43:59,ANNOYING EMAIL,M32 / 32 VASSAR ST,Report of some suspicious e-mails. ,
2018-01-08 23:49:00,ARREST,2018-01-08 23:49:17,TRESPASS,M50 / 142 MEMORIAL DR,"Party reports an intoxicated male screaming in the  lobby. Arrest: Richard Payne (42) of 36 Church Street 3, Dorchester, MA was arrested for Trespassing. ",
